Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10
Gene5221	15	23	27	7	10	54	33	45	22	42
Gene5222	73	100	97	85	36	69	56	90	69	45
Gene5223	64	63	56	37	2	36	3	38	35	11
Gene5224	15	42	18	11	4	28	8	57	64	37
Gene5225	36	19	15	42	1	32	31	45	69	10
Gene5226	2	15	3	6	0	2	0	0	0	0
Gene5227	20	4	6	9	3	19	128	2	109	65
Gene5228	72	31	37	26	3	40	18	28	36	52
Gene5229	18	31	27	12	8	180	152	94	272	67
Gene5230	12	30	21	5	9	11	8	6	28	28
Gene5231	97	42	15	18	8	20	28	24	44	45
Gene5232	5	4	12	1	2	0	0	0	0	0
Gene5233	483	462	300	342	39	523	1082	1199	796	833
Gene5234	4	6	2	7	1	4	0	0	2	0
Gene5235	1	0	0	3	0	0	0	0	0	2
Gene5236	67	139	52	68	11	6	2	9	8	15
Gene5237	1016	585	528	559	69	36	45	54	52	25
Gene5238	61	71	101	26	19	20	40	35	34	26
Gene5239	2	3	0	4	3	0	0	0	0	0
Gene5240	27	27	86	36	10	7	8	7	1	10
Gene5241	0	0	0	2	0	6	0	5	0	0
Gene5242	16	20	13	18	0	48	32	19	15	1
Gene5243	76	28	41	21	20	30	33	41	36	17
Gene5244	10	27	48	25	6	4	2	9	9	7
Gene5245	2	11	0	5	0	24	23	177	39	24
Gene5246	0	0	0	1	2	0	3	18	11	0
Gene5247	16	2	21	24	6	14	32	10	24	18
Gene5248	3	13	6	4	1	114	53	179	10	5
Gene5249	6	2	0	10	0	15	4	21	15	16
Gene5250	6	1	1	1	0	3	3	2	22	0
Gene5251	91	82	57	57	8	75	21	112	182	136
Gene5252	98	71	69	57	13	14	13	20	17	20
Gene5253	220	140	154	96	22	86	71	153	148	73
Gene5254	7	9	10	4	5	7	42	26	2	17
Gene5255	31	14	26	35	8	33	33	22	19	17
Gene5256	83	61	36	53	17	48	159	95	73	98
Gene5257	4	28	11	3	2	0	2	2	10	0
Gene5258	169	161	147	135	30	284	335	299	381	191
Gene5259	4	10	7	1	1	4	5	4	16	7
Gene5260	11	16	3	10	5	6	5	7	14	0
Gene5261	28	26	8	9	1	8	11	14	29	3
Gene5262	8	5	8	7	3	14	26	33	12	1
Gene5263	5	0	1	11	0	1	5	3	1	1
Gene5264	680	306	328	270	26	83	50	97	106	68
Gene5265	1	1	6	25	0	0	0	2	1	0
Gene5266	3	0	7	0	0	0	3	1	0	0
Gene5267	1	19	7	44	0	17	17	3	19	12
Gene5268	32	25	17	27	6	2	1	9	15	8
Gene5269	410	193	174	177	14	2120	1377	1079	510	1939
Gene5270	50	55	78	28	10	13	52	40	22	23
Gene5271	21	5	8	10	0	16	27	19	55	8
Gene5272	73	8	9	22	0	22	2	13	2	4
Gene5273	10	0	0	5	0	0	2	0	0	6
Gene5274	4	0	6	0	0	9	6	17	3	3
Gene5275	15	11	15	6	2	6	8	3	3	3
Gene5276	52	31	41	37	5	213	137	188	119	108
Gene5277	25	28	39	15	2	7	5	12	19	10
Gene5278	25	33	117	66	20	104	80	127	67	60
Gene5279	3	1	6	0	0	0	0	0	1	1
Gene5280	11	8	6	7	0	1	0	1	3	2
Gene5281	8	2	5	6	0	5	1	9	4	5
Gene5282	35	112	120	89	13	850	762	898	479	760
Gene5283	7	29	45	25	0	195	179	78	162	167
Gene5284	2	4	5	23	0	10	8	15	15	3
Gene5285	8	14	35	42	2	12	5	20	12	7
Gene5286	28	6	29	11	12	1	38	18	4	10
Gene5287	108	68	79	88	13	112	53	71	129	83
Gene5288	4	6	0	1	0	51	1	25	62	12
Gene5289	26	22	12	41	1	19	1	8	1	11
Gene5290	72	102	71	41	1	27	18	28	39	19
Gene5291	42	7	49	11	1	17	2	13	12	6
Gene5292	20	27	31	15	2	3	4	18	6	2
Gene5293	10	4	13	5	2	18	37	17	20	14
Gene5294	38	63	31	4	4	3	5	2	5	6
Gene5295	15	4	29	6	2	8	5	16	15	6
Gene5296	59	21	41	17	4	296	58	201	212	140
Gene5297	7	6	2	12	1	0	3	2	6	8
Gene5298	4	1	2	1	0	1	2	0	0	6
Gene5299	89	113	57	71	8	137	55	194	113	122
Gene5300	0	13	27	11	0	3	11	9	4	0
Gene5301	2	3	3	17	0	0	1	0	0	2
Gene5302	38	57	44	39	9	32	21	26	66	31
Gene5303	0	3	5	0	0	0	2	0	2	0
Gene5304	31	20	51	26	0	80	21	61	26	28
Gene5305	3	5	9	4	5	7	1	2	3	1
Gene5306	46	110	72	48	17	142	244	322	395	176
Gene5307	9	4	33	7	0	10	3	1	3	1
Gene5308	2	22	7	8	2	116	11	92	61	12
Gene5309	26	51	17	23	8	29	24	31	37	27
Gene5310	40	19	16	13	4	22	16	8	29	12
Gene5311	2	0	1	0	0	0	0	0	1	0
Gene5312	14	9	10	7	0	237	366	218	116	233
Gene5313	2	2	1	6	3	1	3	17	17	3
Gene5314	143	130	124	54	15	96	87	67	60	123
Gene5315	39	62	29	45	14	20	20	18	17	27
Gene5316	20	25	5	6	0	68	53	77	14	20
Gene5317	66	38	89	50	18	23	24	30	27	1
Gene5318	12	6	3	1	1	14	7	12	5	13
Gene5319	187	82	153	118	14	110	77	159	63	68
Gene5320	3	0	9	2	4	3	2	14	2	0
Gene5321	0	1	0	0	0	0	2	1	7	0
Gene5322	5	11	26	1	2	5	0	2	0	2
Gene5323	8	11	18	17	0	79	40	8	112	22
Gene5324	51	62	62	44	23	69	117	114	115	58
Gene5325	49	18	69	47	13	41	90	127	46	53
Gene5326	588	212	439	316	49	402	440	519	694	270
Gene5327	71	59	115	74	16	66	18	46	59	56
Gene5328	11	0	18	5	0	2	0	6	3	4
Gene5329	26	13	17	10	2	8	5	0	2	6
Gene5330	2	1	10	4	8	7	3	20	19	37
Gene5331	8	2	0	4	0	1	0	2	8	0
Gene5332	2	5	3	0	4	24	2	12	3	1
Gene5333	94	36	21	32	8	37	12	47	91	68
Gene5334	6	16	24	0	1	18	24	4	5	16
Gene5335	37	14	2	29	7	21	5	28	20	7
Gene5336	62	128	62	129	33	35	45	38	25	43
Gene5337	31	34	9	8	0	69	31	24	99	2
Gene5338	6	7	2	2	0	3	7	38	5	13
Gene5339	8	23	44	17	4	10	19	33	12	9
Gene5340	13	6	0	6	0	9	2	1	11	0
Gene5341	69	112	57	48	21	199	381	380	295	316
Gene5342	1	8	15	5	0	2	2	3	8	5
Gene5343	80	107	48	68	16	159	218	11	123	363
Gene5344	44	25	14	43	8	44	30	56	25	49
Gene5345	38	24	45	21	9	30	15	27	9	14
Gene5346	4	10	6	12	4	1	0	5	1	1
Gene5347	13	20	7	28	13	117	60	162	80	66
Gene5348	224	81	92	111	19	158	210	190	195	135
Gene5349	8	51	28	12	6	14	35	27	30	53
Gene5350	5	0	0	0	0	0	0	1	2	0
Gene5351	9	3	4	19	2	25	29	18	40	15
Gene5352	0	0	8	3	2	8	9	5	0	3
Gene5353	15	2	15	2	5	28	75	38	24	21
Gene5354	2	21	11	7	0	27	11	26	6	24
Gene5355	35	66	30	11	11	79	77	104	91	30
Gene5356	8	0	10	1	0	0	14	4	4	18
Gene5357	48	112	139	195	14	139	241	425	122	145
Gene5358	0	8	11	0	0	1	1	9	1	13
Gene5359	0	1	7	0	2	4	2	0	3	1
Gene5360	51	80	58	20	11	65	201	68	85	48
Gene5361	59	25	58	38	13	57	15	28	91	36
Gene5362	0	0	0	1	0	2	4	8	0	6
Gene5363	41	52	53	50	4	54	33	40	42	64
Gene5364	41	27	37	23	9	205	187	131	51	21
Gene5365	3	1	16	2	0	1	0	2	0	5
Gene5366	0	6	0	2	0	1	4	0	2	1
Gene5367	13	14	13	4	2	4	12	1	0	9
Gene5368	0	2	2	0	0	0	0	0	0	0
Gene5369	25	32	27	5	3	106	18	117	137	32
Gene5370	92	102	65	96	29	139	174	154	173	86
Gene5371	67	54	23	50	5	77	132	169	185	37
Gene5372	1	6	27	0	0	1	5	0	2	4
Gene5373	13	9	12	3	0	4	1	4	4	2
Gene5374	29	21	1	20	0	252	9	79	22	93
Gene5375	0	4	0	2	0	64	95	96	11	13
Gene5376	19	4	11	1	0	8	7	11	3	9
Gene5377	3	16	5	1	0	10	6	3	10	4
Gene5378	130	148	146	260	32	280	167	235	402	268
Gene5379	0	0	0	4	0	3	0	0	0	0
Gene5380	1	8	0	10	1	18	8	21	11	4
Gene5381	0	2	7	1	0	0	5	2	1	0
Gene5382	73	63	66	44	10	32	12	28	27	18
Gene5383	4	8	11	3	4	10	9	2	39	1
Gene5384	58	23	26	26	8	6	5	21	14	8
Gene5385	4	2	3	0	3	5	0	1	1	0
Gene5386	82	41	35	32	2	74	53	57	127	69
Gene5387	0	0	2	1	0	0	0	1	0	2
Gene5388	6	37	22	16	2	1	3	17	9	4
Gene5389	6	2	31	1	0	6	8	2	8	0
Gene5390	22	12	7	13	3	5	4	6	4	4
Gene5391	178	168	100	105	23	114	171	126	173	70
Gene5392	25	19	63	30	4	17	17	27	21	12
Gene5393	0	3	1	1	0	7	0	1	0	0
Gene5394	40	49	89	20	8	0	0	5	4	6
Gene5395	176	130	83	80	21	19	63	60	116	36
Gene5396	40	49	16	26	2	100	72	160	45	84
Gene5397	64	60	52	46	3	164	90	99	133	64
Gene5398	5	5	0	3	0	6	13	1	0	2
Gene5399	0	0	0	9	0	0	0	0	0	0
Gene5400	54	69	38	64	8	164	83	206	98	67
Gene5401	0	3	0	1	0	1	0	0	0	0
Gene5402	66	46	133	64	21	72	116	53	51	44
Gene5403	89	51	100	146	50	501	526	372	861	506
Gene5404	3	28	64	11	2	3	1	8	6	2
Gene5405	32	7	0	11	2	13	1	18	48	37
Gene5406	94	81	123	82	16	77	94	78	70	97
Gene5407	17	28	8	15	5	5	6	0	8	3
Gene5408	36	36	17	25	1	20	1	4	2	12
Gene5409	0	9	10	1	2	0	1	4	0	0
Gene5410	48	53	13	23	1	11	4	11	18	10
Gene5411	58	49	43	64	11	0	8	16	8	22
Gene5412	9	10	9	7	0	15	17	23	1	35
Gene5413	67	44	94	31	5	28	19	36	31	35
Gene5414	1	11	4	7	2	5	3	0	2	5
Gene5415	2	4	1	7	0	3	0	3	1	1
Gene5416	1	10	9	2	0	29	4	63	62	85
Gene5417	57	16	17	47	7	109	24	40	80	35
Gene5418	14	34	11	12	13	17	19	18	29	13
Gene5419	38	16	20	7	1	14	14	3	4	7
Gene5420	8	12	9	7	3	16	16	49	37	14
Gene5421	68	32	18	15	4	16	11	31	17	4
Gene5422	95	72	41	76	9	112	129	134	101	195
Gene5423	4	18	2	2	0	0	0	1	2	3
Gene5424	75	69	66	53	13	56	25	16	25	79
Gene5425	73	87	212	48	27	169	230	446	412	112
Gene5426	17	1	0	0	0	3	2	3	0	4
Gene5427	37	102	103	36	3	14	12	29	7	8
Gene5428	4	3	6	15	6	8	1	6	27	4
Gene5429	212	165	228	261	49	792	745	829	851	487
Gene5430	25	17	17	32	10	17	27	35	22	30
Gene5431	17	37	21	66	13	23	8	24	37	15
Gene5432	78	38	56	56	11	67	89	185	43	108
Gene5433	41	8	12	12	0	14	0	0	5	5
Gene5434	24	28	9	7	3	10	7	20	10	24
Gene5435	106	62	89	44	27	143	54	174	307	85
Gene5436	0	2	0	1	0	40	7	4	0	12
Gene5437	15	5	13	6	3	9	6	8	1	7
Gene5438	6	0	9	4	0	13	8	23	17	36
Gene5439	3	1	3	7	0	0	8	32	7	6
Gene5440	22	6	3	9	3	1	51	4	61	66
Gene5441	13	11	14	20	3	80	48	191	48	147
Gene5442	22	42	32	55	14	16	16	23	23	7
Gene5443	8	8	23	22	8	6	13	8	2	8
Gene5444	0	1	0	0	0	0	0	0	0	0
Gene5445	5	7	4	0	0	0	9	4	8	1
Gene5446	31	46	21	24	2	97	26	81	130	64
Gene5447	32	7	27	6	0	24	29	27	35	37
Gene5448	1	0	8	5	0	0	0	0	3	3
Gene5449	168	54	57	56	11	167	110	60	77	127
Gene5450	29	8	10	14	0	3	4	9	19	3
Gene5451	10	18	5	7	0	3	2	0	1	2
Gene5452	39	49	35	19	2	33	37	82	68	50
Gene5453	5	12	14	5	1	12	3	6	6	3
Gene5454	93	147	118	111	35	17	13	17	22	15
Gene5455	3	13	7	16	0	12	6	15	6	33
Gene5456	12	19	19	8	2	2	7	7	8	5
Gene5457	75	171	162	72	25	95	58	101	57	94
Gene5458	1	0	0	0	0	1	0	0	4	0
Gene5459	25	46	59	26	8	66	53	56	119	97
Gene5460	4	8	1	1	0	2	1	1	0	1
Gene5461	4	2	8	15	0	0	5	9	2	4
Gene5462	64	32	113	43	3	66	102	86	74	39
Gene5463	0	0	0	0	0	1	0	0	0	1
Gene5464	1288	793	678	652	77	404	308	691	1077	221
Gene5465	0	0	0	0	0	0	0	0	0	1
Gene5466	92	26	45	40	5	41	32	31	55	38
Gene5467	202	102	142	68	13	78	44	60	80	32
Gene5468	4	8	0	0	4	6	13	1	4	0
Gene5469	31	78	61	22	6	63	73	221	68	87
Gene5470	40	9	44	5	11	129	69	73	211	9
Gene5471	37	38	13	18	1	16	7	13	15	28
Gene5472	126	138	77	73	6	397	101	257	78	229
Gene5473	60	56	83	25	17	32	30	25	39	23
Gene5474	43	30	29	15	20	121	91	142	87	106
Gene5475	29	26	36	50	1	11	14	15	21	20
Gene5476	55	22	25	15	12	15	12	11	7	10
Gene5477	48	25	19	21	0	12	18	19	17	11
Gene5478	5	2	0	10	0	75	64	36	38	16
Gene5479	15	15	11	3	3	2	13	13	65	15
Gene5480	1	3	0	15	2	4	1	16	14	6
Gene5481	13	46	19	19	0	12	29	23	34	20
Gene5482	30	32	8	48	0	16	51	56	89	47
Gene5483	13	29	3	13	8	17	7	22	33	25
Gene5484	34	34	71	34	12	119	113	159	189	305
Gene5485	3	10	0	4	0	2	1	6	4	2
Gene5486	0	4	1	24	0	7	0	10	2	11
Gene5487	403	235	227	143	57	530	1843	1497	1858	1014
Gene5488	11	65	73	28	5	22	23	43	34	14
Gene5489	19	2	12	10	2	166	105	470	303	80
Gene5490	142	98	98	72	26	228	323	708	283	262
Gene5491	43	75	54	26	35	19	6	25	1	11
Gene5492	9	21	13	28	4	30	44	113	36	69
Gene5493	4	17	11	2	8	26	10	10	65	29
Gene5494	21	10	10	12	0	24	6	56	13	6
Gene5495	35	33	39	26	0	41	11	102	42	10
Gene5496	19	14	5	9	11	7	15	20	10	7
Gene5497	102	45	83	56	2	24	25	19	24	24
Gene5498	11	16	10	8	3	33	2	63	14	14
Gene5499	72	38	46	26	1	43	36	78	47	6
Gene5500	27	44	31	29	9	20	19	111	32	35
Gene5501	33	8	83	33	16	38	38	29	33	26
Gene5502	1	10	19	8	0	0	1	0	1	2
Gene5503	57	31	24	10	4	11	9	16	50	6
Gene5504	11	25	16	24	2	10	1	13	5	7
Gene5505	8	11	12	2	3	2	1	0	1	1
Gene5506	47	4	45	3	2	2	10	12	1	1
Gene5507	24	31	53	27	17	15	7	8	18	17
Gene5508	109	197	101	90	30	372	560	819	720	435
Gene5509	16	2	10	13	2	7	7	12	6	8
Gene5510	13	3	10	21	6	0	0	3	5	5
Gene5511	72	54	34	64	8	14	28	57	38	26
Gene5512	5	8	9	2	2	39	106	33	110	21
Gene5513	218	203	189	238	58	433	254	621	461	351
Gene5514	6	1	7	2	0	0	1	0	0	3
Gene5515	39	10	18	32	1	29	129	239	119	155
Gene5516	10	10	2	2	0	6	25	29	36	2
Gene5517	0	10	2	3	0	3	3	0	20	7
Gene5518	36	43	34	46	6	245	113	258	226	184
Gene5519	11	5	8	12	1	6	8	26	16	6
Gene5520	46	18	36	28	2	35	38	61	37	22
Gene5521	14	0	17	22	0	5	15	22	11	7
Gene5522	16	17	2	6	2	1	1	1	3	0
Gene5523	32	4	15	28	1	11	13	12	12	3
Gene5524	64	13	8	12	7	48	90	256	212	171
Gene5525	5	8	21	10	0	11	13	17	9	48
Gene5526	53	19	26	33	6	25	23	5	16	11
Gene5527	384	558	477	218	72	208	284	480	306	103
Gene5528	32	41	58	43	13	48	26	56	66	68
Gene5529	1	3	0	1	4	0	0	1	0	1
Gene5530	10	3	8	5	2	4	3	1	2	1
Gene5531	0	0	2	0	0	0	1	0	0	0
Gene5532	10	28	3	11	0	138	125	78	242	83
Gene5533	58	32	73	22	4	24	24	12	20	39
Gene5534	14	30	13	35	6	80	93	94	237	116
Gene5535	38	47	33	23	17	84	136	175	58	85
Gene5536	3	0	16	0	0	3	2	0	0	0
Gene5537	230	236	421	289	63	317	261	182	383	182
Gene5538	46	46	25	21	4	3	8	22	26	6
Gene5539	22	73	12	39	6	10	8	26	5	8
Gene5540	12	2	8	5	7	6	5	1	12	1
Gene5541	680	421	623	575	90	155	123	116	188	45
Gene5542	31	5	11	5	7	6	20	20	16	9
Gene5543	0	13	5	1	0	0	3	8	4	3
Gene5544	24	12	16	5	2	0	1	5	2	1
Gene5545	3	4	5	1	3	0	0	1	1	2
Gene5546	112	55	45	64	7	11	8	28	13	21
Gene5547	55	64	50	17	6	31	9	35	16	4
Gene5548	181	114	127	62	36	82	39	41	57	72
Gene5549	6	13	1	6	0	3	2	8	3	2
Gene5550	114	92	176	85	24	98	68	155	51	130
Gene5551	27	37	78	25	12	115	95	201	146	105
Gene5552	34	42	31	15	4	16	19	15	8	7
Gene5553	14	5	13	2	0	13	48	54	20	76
Gene5554	2	2	0	2	0	0	0	5	0	1
Gene5555	7	6	6	2	0	0	3	1	8	17
Gene5556	4	7	16	8	5	5	15	2	14	3
Gene5557	3	5	0	2	0	0	0	3	0	0
Gene5558	3	6	14	6	0	4	20	9	3	16
Gene5559	30	39	5	34	0	23	5	29	8	12
Gene5560	14	3	5	3	16	6	11	1	13	5
Gene5561	8	0	1	1	0	0	0	2	0	0
Gene5562	27	18	19	9	3	18	31	53	120	31
Gene5563	10	7	23	7	4	15	12	23	22	19
Gene5564	3	1	0	0	0	0	0	0	0	94
Gene5565	25	46	29	28	2	1	4	30	3	6
Gene5566	12	35	17	14	4	34	12	42	48	24
Gene5567	44	8	30	23	4	84	37	35	81	42
Gene5568	2	0	1	2	4	3	1	0	2	0
Gene5569	6	15	5	0	2	13	20	0	14	29
Gene5570	72	66	49	36	11	22	38	45	46	32
Gene5571	180	126	116	104	34	112	117	167	49	97
Gene5572	10	14	10	18	0	52	101	61	105	43
Gene5573	65	42	42	12	9	21	5	10	10	26
Gene5574	206	106	96	81	11	93	77	94	61	126
Gene5575	30	15	29	44	7	67	29	130	28	71
Gene5576	13	11	18	3	2	10	11	9	13	6
Gene5577	4	12	1	6	0	5	20	4	8	3
Gene5578	2	7	19	12	0	8	3	4	5	5
Gene5579	13	30	9	20	4	81	48	112	132	25
Gene5580	11	22	32	22	0	48	34	18	53	21
Gene5581	10	13	7	29	2	15	12	13	19	12
Gene5582	67	66	41	55	11	34	94	115	58	59
Gene5583	35	50	20	17	12	10	6	10	18	9
Gene5584	5	7	0	0	1	2	0	2	3	4
Gene5585	1	2	3	4	0	1	3	5	3	5
Gene5586	4	4	22	9	4	5	3	7	0	1
Gene5587	31	14	4	9	3	13	7	8	7	4
Gene5588	0	2	0	1	0	12	0	0	9	17
Gene5589	32	13	19	5	7	14	13	19	19	22
Gene5590	62	124	70	39	10	80	88	165	318	86
Gene5591	11	26	6	10	3	6	3	4	8	1
Gene5592	16	10	3	11	0	0	1	0	1	0
Gene5593	48	48	39	42	5	73	117	30	86	35
Gene5594	82	137	60	246	10	183	130	356	190	213
Gene5595	136	117	98	105	17	74	74	79	82	31
Gene5596	6	2	6	5	0	2	0	1	1	1
Gene5597	9	12	36	2	3	0	21	16	27	0
Gene5598	38	13	1	8	7	47	64	95	60	38
Gene5599	23	9	7	9	3	72	7	37	38	49
Gene5600	48	81	60	35	11	41	74	190	93	38
Gene5601	5	13	6	2	0	7	3	11	2	0
Gene5602	15	0	5	1	0	5	1	4	0	5
Gene5603	2	0	0	0	0	7	0	3	0	5
Gene5604	52	13	28	7	7	191	47	18	134	33
Gene5605	32	19	36	59	9	202	47	93	112	187
Gene5606	13	0	21	16	3	6	9	8	9	2
Gene5607	28	14	9	15	0	33	27	7	33	10
Gene5608	3	7	3	4	0	7	3	42	5	3
Gene5609	0	7	1	5	0	1	1	0	3	1
Gene5610	66	36	37	19	8	9	7	9	6	0
Gene5611	56	54	26	34	12	120	101	126	114	122
Gene5612	51	55	76	24	13	66	50	79	76	53
Gene5613	82	60	71	129	29	108	205	172	192	128
Gene5614	19	2	10	4	12	53	7	24	31	9
Gene5615	3	10	19	12	3	9	12	48	29	2
Gene5616	4	18	11	3	0	74	82	34	22	28
Gene5617	22	1	22	7	0	7	0	8	2	0
Gene5618	54	15	27	10	6	35	31	41	13	21
Gene5619	278	245	47	181	14	81	95	279	85	53
Gene5620	44	47	93	52	31	13	50	30	40	48
Gene5621	25	11	12	11	2	12	21	71	14	1
Gene5622	15	22	17	4	11	49	8	29	3	13
Gene5623	46	26	36	36	6	41	92	145	41	66
Gene5624	712	492	1236	353	140	205	76	318	164	146
Gene5625	30	23	33	13	0	9	13	17	2	12
Gene5626	49	17	32	8	5	4	4	10	8	5
Gene5627	0	13	7	15	1	24	13	6	34	20
Gene5628	16	26	23	14	7	7	13	9	19	1
Gene5629	0	5	0	0	0	4	1	5	0	1
Gene5630	39	16	9	24	0	35	13	66	21	16
Gene5631	89	66	59	66	20	9	14	30	17	10
Gene5632	1	3	16	7	2	2	22	5	7	13
Gene5633	76	30	48	48	7	35	8	53	60	37
Gene5634	60	30	67	35	6	86	65	86	78	53
Gene5635	21	39	25	15	7	7	10	15	10	7
Gene5636	0	0	5	0	0	0	0	2	3	1
Gene5637	9	0	12	13	0	2	7	0	1	1
Gene5638	7	65	37	25	16	266	174	155	231	86
Gene5639	4	11	5	8	1	34	12	9	8	23
Gene5640	206	170	143	124	8	107	61	166	140	213
Gene5641	2	0	2	3	3	0	2	0	0	0
Gene5642	0	0	0	0	5	0	0	0	0	0
Gene5643	78	76	62	59	23	12	20	18	45	18
Gene5644	0	1	0	6	0	6	0	3	2	3
Gene5645	20	8	12	6	0	13	3	11	27	28
Gene5646	102	195	191	171	57	150	92	149	167	114
Gene5647	34	9	15	8	4	29	17	11	23	65
Gene5648	38	42	51	38	10	11	16	35	48	27
Gene5649	0	9	3	3	2	5	2	0	2	3
Gene5650	0	0	0	0	0	0	6	7	0	0
Gene5651	7	10	25	15	0	33	31	48	9	46
Gene5652	189	191	262	210	32	64	36	73	41	48
Gene5653	140	57	67	44	21	94	258	99	126	71
Gene5654	9	4	0	1	0	0	23	13	10	2
Gene5655	212	244	161	217	22	145	200	547	331	259
Gene5656	22	13	7	15	1	2	1	10	17	6
Gene5657	90	51	41	37	9	88	143	180	262	55
Gene5658	0	3	3	0	0	9	0	11	7	2
Gene5659	9	0	0	1	3	0	0	0	0	6
Gene5660	32	29	13	7	1	0	1	10	0	5
Gene5661	9	7	10	5	2	31	3	32	35	14
Gene5662	14	2	0	5	0	7	13	100	100	11
Gene5663	40	27	24	13	0	14	17	27	7	11
Gene5664	19	13	14	7	1	7	24	14	11	2
Gene5665	0	0	0	0	0	0	0	1	0	1
Gene5666	0	0	6	1	0	26	0	29	6	5
Gene5667	12	17	10	9	2	2	5	3	9	2
Gene5668	13	9	12	13	3	6	1	5	13	7
Gene5669	4	3	28	16	2	57	46	23	19	9
Gene5670	18	7	9	33	5	9	25	26	21	13
Gene5671	2	1	0	0	0	1	0	13	1	6
Gene5672	16	18	36	26	5	17	29	49	13	3
Gene5673	0	4	5	0	2	0	2	1	1	2
Gene5674	5	8	7	10	2	3	1	4	2	6
Gene5675	12	14	57	27	17	23	17	23	19	11
Gene5676	59	114	91	19	18	776	603	1399	753	956
Gene5677	27	8	28	29	3	21	6	20	35	10
Gene5678	38	31	18	38	7	44	74	238	166	38
Gene5679	21	72	37	24	3	156	62	247	231	96
Gene5680	379	187	140	192	27	45	29	88	81	25
Gene5681	1	0	2	0	0	42	22	21	6	53
Gene5682	942	1267	285	787	202	1170	503	1424	580	1086
Gene5683	518	586	571	850	86	1507	2090	3011	3035	1394
Gene5684	9	17	0	2	0	2	0	8	1	5
Gene5685	0	5	4	0	0	12	23	4	18	5
Gene5686	180	218	359	194	29	21	11	19	31	11
Gene5687	78	102	70	46	10	25	27	47	31	50
Gene5688	22	30	56	20	8	52	24	82	46	16
Gene5689	21	9	6	5	1	0	1	2	4	4
Gene5690	0	0	5	0	0	0	0	0	0	4
Gene5691	11	13	0	10	3	13	5	18	47	62
Gene5692	1	3	0	6	0	5	1	0	0	0
Gene5693	2	11	2	3	2	11	13	18	37	43
Gene5694	1	19	27	2	2	2	1	5	2	4
Gene5695	25	11	39	33	0	30	60	65	50	38
Gene5696	169	88	73	73	14	31	76	103	127	42
Gene5697	2	0	0	12	0	0	2	1	4	0
Gene5698	12	18	20	3	4	16	18	70	55	25
Gene5699	7	9	7	8	7	25	10	29	28	23
Gene5700	156	332	329	165	37	2181	3111	4857	2472	1571
Gene5701	0	0	0	0	0	0	0	0	0	1
Gene5702	11	31	19	21	5	21	6	23	13	26
Gene5703	92	57	97	61	10	158	137	75	175	105
Gene5704	55	87	55	13	27	101	67	35	49	60
Gene5705	156	98	154	26	15	7	8	9	5	8
Gene5706	11	33	18	11	3	26	16	12	21	23
Gene5707	112	103	153	51	7	172	125	162	232	109
Gene5708	81	56	45	17	9	114	187	200	189	72
Gene5709	16	23	65	30	2	36	34	6	64	25
Gene5710	9	3	14	3	0	5	1	0	3	2
Gene5711	9	16	8	12	2	10	6	19	18	34
Gene5712	21	11	35	37	6	14	4	39	4	2
Gene5713	36	55	30	48	0	2	3	15	9	6
Gene5714	106	77	69	35	4	128	92	87	74	127
Gene5715	18	57	49	37	11	49	43	100	38	44
Gene5716	87	56	92	83	23	165	143	263	171	161
Gene5717	0	0	2	0	0	1	4	0	0	0
Gene5718	54	47	46	21	6	92	66	143	60	18
Gene5719	6	24	8	4	0	40	22	33	12	10
Gene5720	90	200	114	158	28	12	10	19	29	12
Gene5721	48	21	44	31	6	11	4	10	9	3
Gene5722	3	12	5	2	0	2	6	7	7	32
Gene5723	30	4	9	4	2	23	16	13	4	11
Gene5724	15	3	1	1	0	8	1	2	8	9
Gene5725	52	8	9	17	0	27	11	22	15	7
Gene5726	109	108	110	150	8	81	139	407	231	144
Gene5727	35	1	38	22	0	3	2	2	16	13
Gene5728	5	6	1	1	0	0	5	1	3	0
Gene5729	0	1	0	0	0	0	0	0	0	4
Gene5730	22	21	8	16	4	3	3	5	8	5
Gene5731	100	110	66	58	13	112	32	130	68	151
Gene5732	8	3	4	6	9	1	9	18	19	37
Gene5733	3	2	1	15	0	0	0	0	2	0
Gene5734	0	5	0	0	0	0	1	0	0	0
Gene5735	2	0	3	1	0	1	0	4	1	0
Gene5736	4	10	0	6	0	1	2	4	2	1
Gene5737	14	6	14	12	3	22	2	21	8	15
Gene5738	16	3	15	1	3	4	4	13	0	0
Gene5739	0	5	4	3	0	7	2	28	9	9
Gene5740	27	29	42	30	6	8	4	30	15	3
Gene5741	0	14	0	1	0	7	0	1	0	0
Gene5742	24	24	26	20	0	38	35	8	24	38
Gene5743	83	26	68	86	10	18	8	9	12	17
Gene5744	171	73	169	164	75	168	136	133	167	92
Gene5745	8	0	0	0	0	0	0	14	0	2
Gene5746	12	16	11	12	0	2	2	3	0	2
Gene5747	436	281	345	131	26	156	319	466	351	293
Gene5748	0	3	1	0	0	0	0	0	0	0
Gene5749	3	5	10	4	2	13	2	4	8	5
Gene5750	17	2	1	6	0	0	3	6	0	0
Gene5751	43	10	5	15	0	3	8	12	18	5
Gene5752	10	15	7	9	2	4	1	3	5	5
Gene5753	1	2	4	3	0	0	5	5	0	1
Gene5754	19	36	11	17	8	3	3	9	6	12
Gene5755	21	3	2	12	0	3	2	6	5	2
